Date,Description,Category,Amount,Account
2025-02-01,Pão de Açúcar,Mercado,2437.28,Cartão Visa (..5678)
2025-02-01,Posto Shell,Transporte,60.97,Cartão Amex (..2005)
2025-02-01,Aluguel,Contas,3551.85,Cartão Amex (..2005)
2025-02-01,Salário,Renda,-2923.98,Cartão Amex (..2005)
2025-01-31,Drogasil,Saúde,186.53,Conta Corrente (..1234)
2025-01-28,99Food,Delivery,109.42,Cartão Visa (..5678)
2025-01-28,Posto Ipiranga,Transporte,358.99,Cartão Visa (..5678)
2025-01-28,Pão de Açúcar,Mercado,253.88,Conta Corrente (..1234)
2025-01-27,Z Deli,Alimentação,471.68,Cartão Amex (..2005)
2025-01-27,Droga Raia,Saúde,43.98,Cartão Visa (..5678)
2025-01-27,Conta de Luz - Enel,Contas,5726.37,Cartão Amex (..2005)
2025-01-26,Pagamento Freelance,Renda,-2412.03,Cartão Amex (..2005)
2025-01-25,Posto Shell,Transporte,236.93,Conta Corrente (..1234)
2025-01-24,Rappi,Delivery,92.37,Cartão Amex (..2005)
2025-01-24,Netflix,Assinaturas,461.43,Cartão Visa (..5678)
2025-01-24,Coffee Lab,Alimentação,78.77,Conta Corrente (..1234)
2025-01-23,Assai,Mercado,2437.66,Cartão Visa (..5678)
2025-01-22,Drogaria São Paulo,Saúde,107.62,Cartão Amex (..2005)
2025-01-19,Icloud,Assinaturas,100.36,Conta Corrente (..1234)
2025-01-19,Coffee Lab,Alimentação,462.61,Cartão Amex (..2005)
2025-01-15,Aluguel,Contas,1105.53,Cartão Visa (..5678)
2025-01-12,99APP,Transporte,87.08,Conta Corrente (..1234)
2025-01-11,Rascal,Alimentação,295.8,Cartão Amex (..2005)
2025-01-11,PIX Recebido,Renda,-8286.4,Conta Corrente (..1234)
2025-01-11,Salário,Renda,-4654.59,Conta Corrente (..1234)
2025-01-11,99APP,Transporte,110.8,Conta Corrente (..1234)
2025-01-09,Posto Ipiranga,Transporte,325.87,Cartão Amex (..2005)
2025-01-07,Rascal,Alimentação,448.21,Cartão Visa (..5678)
2025-01-06,Uber,Transporte,467.84,Conta Corrente (..1234)
2025-01-05,Bradesco Saúde,Saúde,181.65,Conta Corrente (..1234)
2025-01-04,Carrefour,Mercado,1204.37,Cartão Amex (..2005)
2025-01-03,PIX Recebido,Renda,-7539.48,Cartão Visa (..5678)
2025-01-02,Kotay Sushi,Alimentação,205.93,Conta Corrente (..1234)
2025-01-01,Assai,Mercado,2558.64,Cartão Visa (..5678)
2024-12-31,Mercearia Maria,Mercado,2318.2,Cartão Amex (..2005)
2024-12-31,Rappi,Delivery,64.53,Cartão Visa (..5678)
2024-12-31,Netflix,Assinaturas,253.42,Conta Corrente (..1234)
2024-12-30,Pão de Açúcar,Mercado,1569.47,Cartão Visa (..5678)
2024-12-28,Spotify,Assinaturas,35.07,Cartão Visa (..5678)
2024-12-27,Pagamento Freelance,Renda,-4663.24,Conta Corrente (..1234)
2024-12-26,Drogasil,Saúde,85.89,Cartão Visa (..5678)
2024-12-26,Uber,Transporte,462.13,Conta Corrente (..1234)
2024-12-26,Taxi,Transporte,74.43,Conta Corrente (..1234)
2024-12-25,Z Deli,Alimentação,367.13,Cartão Amex (..2005)
2024-12-23,Wellhub,Saúde,164.13,Cartão Visa (..5678)
2024-12-22,99Food,Delivery,343.31,Conta Corrente (..1234)
2024-12-22,Zara,Compras,553.24,Cartão Visa (..5678)
2024-12-21,Shopee,Compras,496.44,Cartão Visa (..5678)
2024-12-20,Posto Shell,Transporte,226.48,Conta Corrente (..1234)
2024-12-19,Pagamento Freelance,Renda,-5905.83,Conta Corrente (..1234)
2024-12-19,Rascal,Alimentação,130.47,Cartão Amex (..2005)
2024-12-19,Posto Ipiranga,Transporte,157.51,Conta Corrente (..1234)
2024-12-18,Internet,Contas,2587.52,Cartão Visa (..5678)
2024-12-17,Uber,Transporte,221.5,Cartão Amex (..2005)
2024-12-13,Bradesco Saúde,Saúde,406.42,Cartão Visa (..5678)
2024-12-13,Shopper,Mercado,1733.52,Conta Corrente (..1234)
2024-12-13,Churrascaria,Alimentação,266.52,Conta Corrente (..1234)
2024-12-13,Carrefour,Mercado,945.41,Conta Corrente (..1234)
2024-12-13,Pagamento Freelance,Renda,-2209.13,Conta Corrente (..1234)
2024-12-12,Mercearia Maria,Mercado,988.32,Conta Corrente (..1234)
2024-12-12,HBO Max,Assinaturas,66.27,Conta Corrente (..1234)
2024-12-10,Churrascaria,Alimentação,42.03,Conta Corrente (..1234)
2024-12-10,Carrefour,Mercado,983.91,Cartão Amex (..2005)
2024-12-09,Pão de Açúcar,Mercado,574.46,Conta Corrente (..1234)
2024-12-09,Apple Plus,Assinaturas,412.47,Cartão Visa (..5678)
2024-12-07,Rappi,Delivery,451.89,Cartão Amex (..2005)
2024-12-06,Rappi,Delivery,453.18,Cartão Amex (..2005)
2024-12-06,Amazon,Compras,485.89,Conta Corrente (..1234)
2024-12-06,Zara,Compras,153.98,Cartão Amex (..2005)
2024-12-05,Conta de Água - Sabesp,Contas,2046.03,Cartão Amex (..2005)
2024-12-04,iFood,Delivery,433.02,Conta Corrente (..1234)
2024-12-03,Salário,Renda,-4098.68,Cartão Visa (..5678)
2024-12-03,Taxi,Transporte,445.81,Conta Corrente (..1234)
2024-12-02,Conta de Luz - Enel,Contas,3131.72,Cartão Visa (..5678)
2024-12-02,Mercado Livre,Compras,263.95,Cartão Amex (..2005)
2024-12-02,Spotify,Assinaturas,284.99,Cartão Amex (..2005)
2024-12-01,HBO Max,Assinaturas,281.35,Cartão Amex (..2005)
2024-11-30,Drogasil,Saúde,179.38,Cartão Visa (..5678)
2024-11-29,Rappi,Delivery,239.66,Cartão Visa (..5678)
2024-11-28,Spotify,Assinaturas,119.01,Cartão Amex (..2005)
2024-11-28,Wellhub,Saúde,193.1,Cartão Amex (..2005)
2024-11-26,Icloud,Assinaturas,112.48,Cartão Visa (..5678)
2024-11-25,Zara,Compras,463.69,Cartão Amex (..2005)
2024-11-25,Amazon,Compras,389.13,Cartão Amex (..2005)
2024-11-23,Mercearia Maria,Mercado,190.01,Cartão Visa (..5678)
2024-11-23,Shopee,Compras,362.34,Conta Corrente (..1234)
2024-11-22,Internet,Contas,3239.02,Cartão Amex (..2005)
2024-11-21,Rappi,Delivery,295.47,Conta Corrente (..1234)
2024-11-21,Icloud,Assinaturas,41.11,Conta Corrente (..1234)
2024-11-20,McDonald's,Alimentação,427.48,Cartão Visa (..5678)
2024-11-19,Wellhub,Saúde,105.8,Cartão Visa (..5678)
2024-11-18,Salário,Renda,-6672.39,Cartão Visa (..5678)
2024-11-17,Wellhub,Saúde,311.22,Conta Corrente (..1234)
2024-11-17,99APP,Transporte,196.56,Conta Corrente (..1234)
2024-11-16,Conta de Luz - Enel,Contas,2339.87,Cartão Amex (..2005)
2024-11-16,Aluguel,Contas,378.23,Cartão Amex (..2005)
2024-11-15,Shopper,Mercado,893.55,Cartão Visa (..5678)
2024-11-14,iFood,Delivery,146.13,Cartão Visa (..5678)
2024-11-14,Drogaria São Paulo,Saúde,314.23,Cartão Visa (..5678)
2024-11-14,Droga Raia,Saúde,437.8,Cartão Visa (..5678)
2024-11-12,Zara,Compras,414.16,Conta Corrente (..1234)
2024-11-11,iFood,Delivery,219.71,Cartão Amex (..2005)
2024-11-10,Mercado Livre,Compras,505.14,Cartão Visa (..5678)
2024-11-10,Droga Raia,Saúde,159.43,Cartão Amex (..2005)
2024-11-10,Pão de Açúcar,Mercado,2776.88,Cartão Visa (..5678)
2024-11-10,Conta de Água - Sabesp,Contas,2504.2,Conta Corrente (..1234)
2024-11-09,Salário,Renda,-5014.8,Conta Corrente (..1234)
2024-11-09,Pagamento Freelance,Renda,-6755.58,Cartão Visa (..5678)
2024-11-08,Zara,Compras,915.63,Cartão Amex (..2005)
2024-11-07,Z Deli,Alimentação,416.67,Conta Corrente (..1234)
2024-11-07,Internet,Contas,4982.86,Cartão Amex (..2005)
